id,area,claim,confidence,status,primary_evidence,cross_check,implementation,documentation
WIN-TRAJ-009,gameplay/trajectory/spawn-selection,"The live transient producer draws fixed groups by progression (processed<2: 0..11; processed 2/3: 1..16 with 12/13 rerolled through 0..11; processed>=4: 1..16), permits an initially selected inactive group0, and wraps busy scanning 17->1. It then consumes optional 14-way flight-SFX RNG, applies family-specific left/right dive/drop and group offsets, and for non-Swarm non-recording waves uses rand()%22 < processed+2 to choose independent per-actor formation jitter in [-30,29].",high,established,BIN-WIN-SW-01 0x0040D454..0x0040D947,Fixed 17-template catalog and path descriptor addresses independently identify Swarm/Swoop/NewCurly/Frisbee/Drop/Dive/generated family branches; mode-2 activation tail is WIN-TRAJ-007.,include/drone/gameplay/trajectory_spawn.hpp; src/gameplay/trajectory_spawn.cpp; include/drone/gameplay/trajectory_templates.hpp; src/gameplay/game_session.cpp; tests/test_trajectory_spawn.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-TRAJ-010,gameplay/trajectory/primary-replenishment,"Win32 0x0040CEE8..0x0040D070 skips shared phase2; every other substep consumes rand()&0x7ff first, replaces the effective roll with1 during demo playback or when primary active count is0, and replenishes iff roll < 4*(processed+difficulty), primary has capacity and Drone activity is not2. It chooses the first inactive group0 actor, uses rand()%100 for left (-30,100)/top (160,-30)/right (350,100) entry, writes activity3 without resetting retained path/frame, reactivates group mode1 if needed, increments active count/local alien total; normal live control then jumps to 0x0040D390 and does not consume the demo-scripted 0x0040D25B flight-SFX tail.",high,established,BIN-WIN-SW-01 0x0040CEE8..0x0040D077,"Primary group0 template/lifecycle and exact CRT RNG are independently established; common updater activity3 acquire-path semantics explain retained path-state reentry.",include/drone/gameplay/trajectory_spawn.hpp; src/gameplay/trajectory_spawn.cpp; src/gameplay/game_session.cpp; tests/test_primary_trajectory_replenishment.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-ALIEN-001,gameplay/encounter/accounting,"0x00466B04 and 0x0047EC3C are encounter-local alien total/hit counters: encounter reset seeds 7/0; the interstitial renders hits, total-hits, total and 100*hits/total from them; post-encounter transition adds them into distinct mission-wide 0x00446078 total and 0x0044084C hit counters before encounter reset.",high,established,BIN-WIN-SW-01 0x004181F3..0x00418200; 0x0041D91A..0x0041D9DB; 0x0041E237..0x0041E263,"Primary/transient/stagger actor insertion sites independently increment 0x00466B04; destruction sites independently increment 0x0047EC3C; mission-wide Results counters were established separately.",include/drone/gameplay/alien_accounting.hpp; src/gameplay/alien_accounting.cpp; include/drone/gameplay/game_session.hpp; src/gameplay/game_session.cpp; tests/test_alien_accounting.cpp; tests/test_primary_trajectory_replenishment.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/RESEARCH_LOG.md
WIN-ALIEN-002,gameplay/encounter/accounting,"Common trajectory update preserves mixed live mission accounting: each later non-primary stagger activation increments both encounter total and mission total; rapid-missile trajectory destruction increments both encounter hit and mission hit; Stinger-display trajectory destruction increments encounter hit only. The later interstitial still folds the full encounter pair into mission counters, so stagger actors and rapid-missile kills are counted a second time in mission Results.",high,established,BIN-WIN-SW-01 0x004160BB..0x00416121; 0x0040EFD1..0x0040EFDF; 0x004165E4..0x00416607; 0x0041E237..0x0041E25D,"The stagger branch excludes primary group0; 0x0040EE0B uses the special-weapon display entity while 0x00416495 enters the rapid-missile opaque-pixel path; WIN-ALIEN-001 independently establishes the later full-pair fold.",include/drone/gameplay/alien_accounting.hpp; src/gameplay/alien_accounting.cpp; include/drone/gameplay/trajectory_encounter.hpp; src/gameplay/game_session.cpp; tests/test_alien_accounting.cpp,docs/reverse/TRAJECTORY_GROUPS.md; docs/GAME_SESSION.md; docs/RESEARCH_LOG.md
WIN-TRAJ-COLL-001,gameplay/trajectory/collision,"Trajectory weapons use three distinct Win32 producers: rapid missiles use 0x00401FA0 current-frame opaque-pixel collision and +3 damage; launched Probe/Stinger uses 0x00401F60 point-vs-actor 0.85 hitbox and direct destruction; the separate 61x53 stinger.jba display uses 0x00402FC0 centered 51x45 hitbox-vs-full-sprite overlap and +15 damage only on frames3..5. The late state3 block remains entered for its trajectory scan even when an earlier same-block Drone collision changes special activity, and direct Probe scanning does not re-test activity per actor.",high,established,BIN-WIN-SW-01 0x00416495..0x00416607; 0x0040ED85..0x0040F05B; late special trajectory scan around 0x0040F805,"0x00401FA0 and 0x00401F60/0x00402FC0 primitives independently established; stinger display root 0x00434C10 is WIN-GL-161; WIN-ALIEN-002 identifies 0x0040EFD1 as local-only hit accounting.",include/drone/gameplay/trajectory_collision.hpp; src/gameplay/trajectory_collision.cpp; src/gameplay/game_session.cpp; tests/test_trajectory_collision.cpp,docs/reverse/COLLISION.md; docs/reverse/TRAJECTORY_GROUPS.md; docs/reverse/SPECIAL_WEAPONS.md; docs/GAME_SESSION.md
WIN-BOSS-011,gameplay/boss/lid-top,"Win32 Lid/Top 0x00417220/0x00416700 establishes native root 16.16 movement/player-X tracking, live phase2 bomb emission, rapid-missile top opaque shielding plus frame0 weakpoint opening, activity1/6 open-close animation, and a Stinger-only exposed core at lid frame>6 that enters the same-update count1 destruction tail; +100 lands at count25 and top retires after 30 later phase2 ticks.",high,established,BIN-WIN-SW-01 0x00416700..0x00417200; 0x00417220..0x0041734F,"State2 calls common special movement before the boss at 0x0040E858, proving boss-produced special state10 persists until the next common dispatch; common entity dimensions independently establish 68x56 top, 11x6 weakpoint and 13x5 core geometry.",include/drone/gameplay/lid_top_boss.hpp; src/gameplay/lid_top_boss.cpp; src/gameplay/game_session.cpp; tests/test_lid_top_boss.cpp; tests/test_game_session.cpp,docs/reverse/LID_TOP_BOSS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-BOSS-012,gameplay/boss/gemini,"Gemini native combat uses body A as a shared 16.16 motion root with body B/head offsets, opposing 30-frame phase-2 animation and phase-2 bomb chance rand()%100 < 2*difficulty with rand()%10 source preference/fallback. Launched Probe/Stinger tests head opaque pixels before current body-frame pixels; Probe adds3, Stinger adds15/display, side thresholds are A 20/35/35 and B 20/30/30 with strict damage>threshold, then each side immediately awards +100 and retires after 20 later phase-2 destruction ticks.",high,established,BIN-WIN-SW-01 0x00405000..0x00405EBE; initializer 0x00405EF0..0x00405FAA; threshold setup 0x0041842D..0x00418475,Gemini1/2/Gemhead dimensions and frame banks independently established; WIN-BOSS-010 establishes the +100/20-tick tails; Stinger display geometry is independently recovered.,include/drone/gameplay/gemini_boss.hpp; src/gameplay/gemini_boss.cpp; src/gameplay/game_session.cpp; tests/test_gemini_boss.cpp; tests/test_game_session.cpp,docs/reverse/GEMINI_BOSS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-LIFE-003,gameplay/player-lifecycle/effects,"Player destruction owns a separate 42x38 singleton at 0x00491CE0: 0x0041CDF0 centers it over the 22x22 player, copies common motion, writes activity3 and signed frame -6; phase2 0x0040E1DA..0x0040E271 moves it, clears outside x<-42/x>319/y<-38/y>199, increments frame, writes activity1 at frame0 and activity0 at terminal frame27. Bounds clearing occurs before frame-zero activation, and the later respawn gate observes the resulting activity byte in the same update.",high,established,BIN-WIN-SW-01 0x00407F4E..0x00407F58; 0x0040A774..0x0040A791; 0x0041CDF0..0x0041CE48; 0x0040E1DA..0x0040E285; 0x00410BA8..0x00410BC1,"Common initializer proves 42x38 dimensions; loader writes 27 frame pointers/terminal byte; center helper 0x00402770 copies position-relative center and motion; render path draws only activity1.",include/drone/gameplay/player_death_effect.hpp; src/gameplay/player_death_effect.cpp; src/gameplay/game_session.cpp; tests/test_player_death_effect.cpp; tests/test_game_session.cpp,docs/reverse/PLAYER_LIFECYCLE.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-DRONE-011,gameplay/drone/detonation-effects,"Win32 0x0041E4D0 owns a fixed update-side detonation RNG stream: on phase0 with tick>25 and Drone activity2 it increments captured center Y, consumes 8 rand draws for four center-scatter requests, one rand()%90 radial start, then 8 rand&31 jitter draws for four 90-degree ring requests at radius (tick>>1)+5—exactly 17 CRT draws and eight explosion requests per eligible effect tick. Tick329 settlement reset and >329 advancement occur after that fixed draw sequence; spawn helper 0x00401D20 consumes no CRT rand. Render-only radial noise is separate 0x0041EBE0.",high,established,BIN-WIN-SW-01 0x0041E4D0..0x0041E758; 0x00401D20; render call sites 0x0041097A..0x004109CE,"WIN-DRONE-010 independently establishes detonation tick/settlement timing; WIN-RNG-001 establishes the exact MSVC CRT generator; 0x0041EBE0 is independently classified as render-only radial noise.",include/drone/gameplay/drone_objective.hpp; src/gameplay/drone_objective.cpp; src/gameplay/game_session.cpp; tests/test_drone_detonation_effect.cpp; tests/test_game_session.cpp,docs/reverse/DRONE_OUTCOMES.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-RESULT-007,post-game,"Win32 state 2 diverts to the inline post-game tail before ordinary gameplay when lives<=0; the results counter blocks confirmation polling for exactly 58 completed presentations, the first confirmation opportunity is the following modal iteration, Ordering Information uses raw state 7 then returns to state 1 before qualification, a qualifying high score writes state 8, and the outer tail finishes in the established state 1/state 4 outcome.",high,established,WIN 0x004115BE; 0x00411AEA..0x00411C32; 0x00411C70..0x00411D51,Existing Phase-2 post-game planner; direct dispatcher/state map; high-score call contract,src/gameplay/post_game.cpp; src/gameplay/game_session.cpp; tests/test_game_session_post_game.cpp,docs/reverse/POST_GAME_FLOW.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-BOMB-007,gameplay/projectiles/steering,"The formerly unnamed bomb-steering gate is the already-established drone_outcome_processed_count at 0x00433B54. In the active bomb updater, bombs redirect from player.x+17 to attached_probe.x+1 exactly when processed_count > 1 and the Probe/Stinger entity is attached state 2; counts 0/1 keep player targeting. GameSession can therefore derive the redirect natively with no host semantic flag.",high,established,"BIN-WIN-SW-01 0x0040E36C..0x0040E446; 0x00417FB7 initializes processed count 0; 0x0040BFA3 and 0x0040E702 increment the same scalar","WIN-GL-078 independently establishes 0x00433B54 as drone_outcome_processed_count; special activity 2 is independently established as attached Probe decoding",include/drone/gameplay/enemy_bomb.hpp; src/gameplay/game_session.cpp; tests/test_formats.cpp; tests/test_game_session.cpp,docs/reverse/ENEMY_BOMBS.md; docs/GAME_SESSION.md; docs/PHASE4.md
WIN-AUD-002,audio/platform/runtime,"Win32 DirectSound wrappers establish a reusable slot runtime: 0x00406730 rewinds then plays with caller flags, 0x00406780 converts volume with 30*(v-100), 0x004067B0 sets raw frequency, 0x004067D0 stops+rewinds, 0x00406860 returns raw status, and 0x00420020 scans exactly 20 voices from slot 0 and steals slot 0 when all raw statuses equal 1.",high,established,BIN-WIN-SW-01 0x00406200-0x00406860 and 0x00420020-0x0042008E,existing missile/shield/special/explosion pool mappings converge on the same helpers,"include/drone/audio/original_directsound.hpp; src/audio/original_directsound.cpp; tests/test_audio_runtime.cpp",docs/reverse/AUDIO_SYSTEM.md
WIN-AUD-003,audio/gameplay/impact-order,"Late Win32 enemy-bomb collisions emit DirectSound calls in per-slot order (special launch stop/impact before same-slot player hit), while established helper 0x00402900 advances process-global byte 0x0042EFD8 through explode2,explode2,explode3,explode4; trajectory, Gemini and Lid/Top impact sites call that selector with exact per-hit multiplicity.",high,established,"BIN-WIN-SW-01 0x00402900..0x00402950; 0x0040F388..0x0040F527; 0x0040EE2C..0x0040EEC3; 0x004164A8..0x0041662B; 0x00405637..0x0040570E; 0x00405B19..0x00405BF0; 0x00416B11..0x00416BC6; 0x004170AA..0x00417145","WIN-GL-023 and WIN-FN-045 independently establish the selector byte/helper; DirectSound pool identities and volumes are established by WIN-AUD-002.","include/drone/audio/audio_event.hpp; src/audio/audio_event.cpp; src/gameplay/enemy_bomb.cpp; src/gameplay/game_session.cpp; tests/test_ordered_audio_events.cpp; tests/test_trajectory_collision.cpp; tests/test_gemini_boss.cpp; tests/test_lid_top_boss.cpp",docs/reverse/AUDIO_SYSTEM.md; docs/PHASE5.md
WIN-AUD-004,audio/platform/long-form,"Canonical Win32 shareware has 13 proven effective DirectSound Play flag-1 starts (8 literal and 5 register-propagated); Results music is instead one-shot flags 0, while Ordering Information owns a local thunder2.wav loop and completion credits own a local credits.wav loop with a recovered 100-to-0 fade before stop/release.",high,established,"BIN-WIN-SW-01 0x00404498; 0x0040474D; 0x00405FA1; 0x00407AA3; 0x0040C8F3; 0x0040E52F; 0x00415C72; 0x00417323; 0x00418B14; 0x0041A3EE; 0x0041B75B; 0x0041E298; 0x0041E395; Results 0x00411726..0x0041176C; cleanup 0x00411C5D; Ordering 0x0041B730..0x0041C351; Credits 0x00404720..0x00404B3E","DirectSound wrapper WIN-AUD-002 establishes argument semantics; post-game control finding WIN-RESULT-007 establishes the owning modal transitions; asset loader references independently identify all named shareware slots while registered slot2 remains unresolved.","include/drone/audio/original_directsound.hpp; src/audio/original_directsound.cpp; include/drone/audio/audio_event.hpp; src/audio/audio_event.cpp; src/gameplay/game_session.cpp; tests/test_audio_runtime.cpp; tests/test_game_session_post_game.cpp","docs/reverse/AUDIO_SYSTEM.md; docs/reverse/POST_GAME_FLOW.md; docs/PHASE5.md"
